type,id,gebaseerd_op,merk,model,uitvoering,kleur,bouwjaar,carrosserie,brandstof,transmissie,zitplaatsen,deuren,vermogen_pk,verbruik_l_100km,actieradius_km,bagageruimte_liter,kilometerstand,aantal_vorige_eigenaren,conditie,aanschafprijs,marge_percentage,airconditioning,cruise_control,apple_carplay_android_auto,navigatiesysteem,parkeersensoren_achter,achteruitrijcamera,stoelverwarming,led_koplampen,keyless_entry,lane_assist,parkeersensoren_voor,adaptive_cruise_control,trekhaak,elektrische_achterklep,panoramadak,camera_360_graden,aantal_opties,opties_lijst,lease_24m_10000km,lease_24m_15000km,lease_24m_20000km,lease_24m_25000km,lease_24m_30000km,lease_36m_10000km,lease_36m_15000km,lease_36m_20000km,lease_36m_25000km,lease_36m_30000km,lease_48m_10000km,lease_48m_15000km,lease_48m_20000km,lease_48m_25000km,lease_48m_30000km,lease_60m_10000km,lease_60m_15000km,lease_60m_20000km,lease_60m_25000km,lease_60m_30000km
Nieuw,ford-puma-titanium-021,,Ford,Puma,Titanium,Zilver metallic,2026,SUV,Hybride,Automaat,5,5,125,5.0,,500,0,0,Nieuw,34790,10,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,6,"parkeersensoren achter, stoelverwarming, trekhaak, airconditioning, cruise control, apple carplay android auto",574.7,598.61,622.53,646.45,670.37,551.78,575.7,599.61,623.54,647.45,540.32,564.23,588.16,612.07,636.0,533.45,557.36,581.28,605.2,629.12
Nieuw,ford-puma-titanium-022,,Ford,Puma,Titanium,Blauw metallic,2026,SUV,Hybride,Automaat,5,5,125,5.0,,500,0,0,Nieuw,40490,10,True,True,True,True,True,False,False,True,False,True,False,True,True,False,True,True,11,"navigatiesysteem, parkeersensoren achter, led koplampen, lane assist, adaptive cruise control, trekhaak, panoramadak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",643.36,671.19,699.03,726.86,754.7,620.43,648.27,676.1,703.95,731.79,608.98,636.81,664.65,692.48,720.32,602.11,629.94,657.78,685.61,713.45
Nieuw,ford-kuga-titanium-001,,Ford,Kuga,Titanium,Rood metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,54990,10,True,True,False,True,False,True,True,False,True,True,False,True,True,False,False,False,9,"navigatiesysteem, achteruitrijcamera, stoelverwarming, keyless entry, lane assist, adaptive cruise control, trekhaak, airconditioning, cruise control",818.0,855.81,893.62,931.43,969.23,795.09,832.9,870.69,908.5,946.31,783.63,821.44,859.24,897.05,934.86,776.75,814.56,852.37,890.18,927.98
Nieuw,ford-kuga-titanium-002,,Ford,Kuga,Titanium,Zilver metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,56690,10,True,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, lane assist, adaptive cruise control, panoramadak, airconditioning, cruise control, apple carplay android auto",838.49,877.46,916.43,955.4,994.38,815.56,854.54,893.51,932.49,971.47,804.11,843.08,882.06,921.03,960.0,797.24,836.21,875.18,914.15,953.13
Nieuw,ford-kuga-titanium-003,,Ford,Kuga,Titanium,Zilver metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,54390,10,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,9,"navigatiesysteem, stoelverwarming, led koplampen, keyless entry, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",810.78,848.17,885.57,922.96,960.36,787.86,825.25,862.64,900.04,937.43,776.4,813.79,851.19,888.58,925.98,769.53,806.92,844.32,881.71,919.11
Nieuw,ford-kuga-titanium-004,,Ford,Kuga,Titanium,Groen metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,52740,10,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,6,"stoelverwarming, keyless entry, panoramadak, airconditioning, cruise control, apple carplay android auto",790.9,827.17,863.42,899.68,935.94,767.99,804.24,840.5,876.77,913.02,756.53,792.79,829.05,865.3,901.56,749.65,785.92,822.17,858.43,894.69
Nieuw,ford-kuga-titanium-005,,Ford,Kuga,Titanium,Zilver metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,55490,10,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,10,"navigatiesysteem, parkeersensoren achter, led koplampen, lane assist, parkeersensoren voor, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",824.03,862.18,900.33,938.48,976.62,801.11,839.26,877.4,915.56,953.71,789.66,827.81,865.95,904.1,942.25,782.78,820.93,859.08,897.23,935.37
Nieuw,ford-kuga-titanium-006,,Ford,Kuga,Titanium,Grijs metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,55490,10,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, keyless entry, lane assist, parkeersensoren voor, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",824.03,862.18,900.33,938.48,976.62,801.11,839.26,877.4,915.56,953.71,789.66,827.81,865.95,904.1,942.25,782.78,820.93,859.08,897.23,935.37
Nieuw,ford-kuga-titanium-007,,Ford,Kuga,Titanium,Rood metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,56140,10,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, lane assist, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",831.85,870.45,909.05,947.65,986.24,808.94,847.54,886.13,924.73,963.33,797.48,836.08,874.68,913.28,951.86,790.6,829.2,867.8,906.4,944.99
Nieuw,ford-kuga-titanium-008,,Ford,Kuga,Titanium,Rood metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,52590,10,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,7,"parkeersensoren achter, stoelverwarming, lane assist, camera 360 graden, airconditioning, cruise control, apple carplay android auto",789.1,825.25,861.41,897.57,933.72,766.18,802.34,838.49,874.64,910.8,754.72,790.88,827.04,863.19,899.35,747.85,784.0,820.16,856.32,892.47
Nieuw,ford-kuga-titanium-009,,Ford,Kuga,Titanium,Zilver metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,50240,10,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,"parkeersensoren voor, airconditioning, apple carplay android auto",760.79,795.33,829.87,864.41,898.95,737.87,772.41,806.95,841.49,876.03,726.42,760.96,795.5,830.04,864.58,719.54,754.08,788.62,823.16,857.7
Nieuw,ford-kuga-titanium-010,,Ford,Kuga,Titanium,Zwart,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,55390,10,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, lane assist, adaptive cruise control, trekhaak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",822.82,860.9,898.99,937.07,975.15,799.91,837.99,876.06,914.14,952.23,788.45,826.53,864.61,902.69,940.78,781.57,819.65,857.74,895.82,933.9
Nieuw,ford-kuga-titanium-011,,Ford,Kuga,Titanium,Zwart,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,51090,10,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,6,"stoelverwarming, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",771.03,806.16,841.28,876.4,911.53,748.11,783.23,818.36,853.49,888.61,736.66,771.78,806.9,842.03,877.15,729.78,764.91,800.03,835.15,870.28
Nieuw,ford-kuga-titanium-012,,Ford,Kuga,Titanium,Wit,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,54540,10,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, lane assist, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",812.58,850.08,887.58,925.08,962.57,789.67,827.17,864.65,902.15,939.65,778.21,815.71,853.2,890.7,928.19,771.33,808.83,846.33,883.83,921.32
Nieuw,ford-kuga-titanium-013,,Ford,Kuga,Titanium,Bruin metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,53390,10,True,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,8,"parkeersensoren achter, stoelverwarming, lane assist, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",798.73,835.44,872.15,908.85,945.56,775.82,812.53,849.22,885.93,922.64,764.36,801.06,837.77,874.48,911.19,757.48,794.19,830.9,867.6,904.31
Nieuw,ford-kuga-titanium-014,,Ford,Kuga,Titanium,Blauw metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,52490,10,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,6,"navigatiesysteem, parkeersensoren voor, trekhaak, airconditioning, cruise control, apple carplay android auto",787.9,823.98,860.07,896.15,932.24,764.97,801.06,837.14,873.24,909.33,753.52,789.6,825.69,861.77,897.86,746.65,782.73,818.82,854.9,890.99
Nieuw,ford-kuga-titanium-015,,Ford,Kuga,Titanium,Groen metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,55440,10,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, lane assist, trekhaak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",823.43,861.54,899.66,937.77,975.89,800.5,838.62,876.73,914.85,952.96,789.05,827.17,865.28,903.4,941.51,782.18,820.29,858.41,896.52,934.64
Nieuw,ford-kuga-titanium-016,,Ford,Kuga,Titanium,Wit,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,57790,10,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,14,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, adaptive cruise control, trekhaak, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",851.73,891.46,931.19,970.93,1010.66,828.82,868.55,908.27,948.0,987.73,817.36,857.09,896.82,936.55,976.28,810.48,850.21,889.94,929.68,969.41
Nieuw,ford-kuga-titanium-017,,Ford,Kuga,Titanium,Groen metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,54840,10,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,9,"navigatiesysteem, achteruitrijcamera, stoelverwarming, led koplampen, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",816.2,853.9,891.61,929.3,967.01,793.28,830.98,868.68,906.39,944.09,781.83,819.52,857.23,894.93,932.64,774.95,812.65,850.36,888.05,925.76
Nieuw,ford-kuga-titanium-018,,Ford,Kuga,Titanium,Bruin metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,54190,10,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, keyless entry, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",808.37,845.63,882.88,920.14,957.4,785.46,822.71,859.96,897.22,934.47,773.99,811.25,848.51,885.76,923.02,767.12,804.38,841.63,878.89,916.15
Nieuw,ford-kuga-titanium-019,,Ford,Kuga,Titanium,Rood metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,56940,10,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, lane assist, parkeersensoren voor, panoramadak, airconditioning, cruise control, apple carplay android auto",841.49,880.64,919.79,958.94,998.07,818.58,857.73,896.86,936.01,975.16,807.11,846.26,885.41,924.56,963.7,800.24,839.39,878.54,917.69,956.82
Nieuw,ford-kuga-titanium-020,,Ford,Kuga,Titanium,Wit,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,51290,10,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,6,"parkeersensoren achter, keyless entry, trekhaak, airconditioning, cruise control, apple carplay android auto",773.44,808.7,843.96,879.22,914.49,750.52,785.79,821.04,856.31,891.57,739.07,774.32,809.59,844.84,880.11,732.19,767.45,802.71,837.97,873.24
Nieuw,ford-kuga-titanium-021,,Ford,Kuga,Titanium,Groen metallic,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,53890,10,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, stoelverwarming, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",804.76,841.81,878.86,915.9,952.95,781.84,818.88,855.93,892.99,930.04,770.39,807.43,844.48,881.53,918.58,763.51,800.56,837.61,874.65,911.7
Nieuw,ford-kuga-titanium-022,,Ford,Kuga,Titanium,Wit,2026,SUV,PHEV,Automaat,5,5,225,51,,500,0,0,Nieuw,53490,10,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, keyless entry, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",799.94,836.72,873.49,910.26,947.03,777.02,813.79,850.56,887.35,924.12,765.57,802.34,839.11,875.89,912.66,758.69,795.47,832.24,869.01,905.78
Nieuw,ford-focus-wagon-st-line-001,,Ford,Focus Wagon,ST-Line,Groen metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43090,10,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,8,"navigatiesysteem, parkeersensoren achter, stoelverwarming, adaptive cruise control, trekhaak, airconditioning, cruise control, apple carplay android auto",674.67,704.3,733.92,763.54,793.17,651.75,681.37,711.0,740.63,770.25,640.3,669.92,699.55,729.17,758.79,633.42,663.05,692.67,722.29,751.92
Nieuw,ford-focus-wagon-st-line-002,,Ford,Focus Wagon,ST-Line,Zwart,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,40090,10,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4,"navigatiesysteem, trekhaak, airconditioning, cruise control",638.54,666.09,693.66,721.22,748.78,615.62,643.18,670.74,698.3,725.87,604.16,631.72,659.29,686.84,714.41,597.29,624.84,652.41,679.97,707.53
Nieuw,ford-focus-wagon-st-line-003,,Ford,Focus Wagon,ST-Line,Zwart,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,40340,10,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,5,"navigatiesysteem, parkeersensoren achter, airconditioning, cruise control, apple carplay android auto",641.54,669.28,697.01,724.75,752.48,618.63,646.36,674.09,701.83,729.56,607.17,634.91,662.64,690.37,718.1,600.29,628.03,655.76,683.5,711.23
Nieuw,ford-focus-wagon-st-line-004,,Ford,Focus Wagon,ST-Line,Zilver metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,46190,10,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, lane assist, parkeersensoren voor, adaptive cruise control, trekhaak, panoramadak, airconditioning, cruise control, apple carplay android auto",712.01,743.76,775.52,807.28,839.04,689.1,720.85,752.6,784.36,816.11,677.63,709.39,741.15,772.9,804.66,670.76,702.51,734.27,766.03,797.79
Nieuw,ford-focus-wagon-st-line-005,,Ford,Focus Wagon,ST-Line,Bruin metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43190,10,True,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, lane assist, parkeersensoren voor, trekhaak, elektrische achterklep, airconditioning, apple carplay android auto",675.87,705.56,735.26,764.95,794.65,652.96,682.65,712.34,742.04,771.73,641.5,671.19,700.89,730.58,760.28,634.62,664.31,694.01,723.7,753.4
Nieuw,ford-focus-wagon-st-line-006,,Ford,Focus Wagon,ST-Line,Zilver metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,42990,10,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,8,"parkeersensoren achter, led koplampen, keyless entry, lane assist, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",673.46,703.02,732.58,762.14,791.69,650.55,680.11,709.65,739.21,768.77,639.09,668.65,698.2,727.76,757.32,632.21,661.77,691.33,720.89,750.44
Nieuw,ford-focus-wagon-st-line-007,,Ford,Focus Wagon,ST-Line,Zilver metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43290,10,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,9,"navigatiesysteem, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",677.08,706.84,736.6,766.36,796.13,654.16,683.93,713.68,743.45,773.21,642.71,672.46,702.23,731.98,761.75,635.83,665.59,695.35,725.11,754.88
Nieuw,ford-focus-wagon-st-line-008,,Ford,Focus Wagon,ST-Line,Wit,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,42040,10,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,9,"parkeersensoren achter, stoelverwarming, keyless entry, parkeersensoren voor, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",662.02,690.92,719.83,748.73,777.63,639.1,668.01,696.9,725.81,754.71,627.65,656.55,685.45,714.35,743.26,620.77,649.67,678.58,707.48,736.38
Nieuw,ford-focus-wagon-st-line-009,,Ford,Focus Wagon,ST-Line,Bruin metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,41140,10,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,5,"navigatiesysteem, lane assist, airconditioning, cruise control, apple carplay android auto",651.18,679.47,707.75,736.03,764.31,628.26,656.55,684.83,713.12,741.4,616.8,645.1,673.38,701.66,729.94,609.93,638.22,666.5,694.78,723.06
Nieuw,ford-focus-wagon-st-line-010,,Ford,Focus Wagon,ST-Line,Bruin metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,45490,10,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, trekhaak, panoramadak, airconditioning, cruise control, apple carplay android auto",703.58,734.86,766.13,797.4,828.67,680.66,711.93,743.2,774.49,805.76,669.21,700.48,731.75,763.03,794.3,662.33,693.61,724.88,756.15,787.42
Nieuw,ford-focus-wagon-st-line-011,,Ford,Focus Wagon,ST-Line,Wit,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,41390,10,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, stoelverwarming, lane assist, airconditioning, cruise control, apple carplay android auto",654.19,682.65,711.11,739.56,768.02,631.28,659.74,688.18,716.64,745.1,619.82,648.27,676.73,705.19,733.65,612.94,641.4,669.86,698.31,726.77
Nieuw,ford-focus-wagon-st-line-012,,Ford,Focus Wagon,ST-Line,Rood metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,44690,10,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,False,9,"navigatiesysteem, parkeersensoren achter, lane assist, adaptive cruise control, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",693.95,724.67,755.39,786.12,816.84,671.02,701.75,732.47,763.2,793.93,659.57,690.29,721.02,751.74,782.46,652.7,683.42,714.14,744.87,775.59
Nieuw,ford-focus-wagon-st-line-013,,Ford,Focus Wagon,ST-Line,Rood metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43690,10,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,10,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",681.9,711.93,741.97,772.0,802.04,658.98,689.02,719.05,749.09,779.13,647.53,677.56,707.6,737.63,767.67,640.65,670.68,700.72,730.75,760.79
Nieuw,ford-focus-wagon-st-line-014,,Ford,Focus Wagon,ST-Line,Blauw metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43040,10,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",674.07,703.66,733.25,762.84,792.43,651.15,680.74,710.33,739.92,769.5,639.69,669.28,698.87,728.46,758.05,632.82,662.41,692.0,721.59,751.18
Nieuw,ford-focus-wagon-st-line-015,,Ford,Focus Wagon,ST-Line,Zilver metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43390,10,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,9,"parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, lane assist, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",678.28,708.11,737.95,767.78,797.61,655.37,685.2,715.02,744.85,774.69,643.91,673.74,703.57,733.4,763.24,637.03,666.86,696.7,726.53,756.36
Nieuw,ford-focus-wagon-st-line-016,,Ford,Focus Wagon,ST-Line,Groen metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,42090,10,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,5,"keyless entry, adaptive cruise control, panoramadak, airconditioning, cruise control",662.63,691.56,720.5,749.43,778.37,639.71,668.65,697.58,726.52,755.46,628.25,657.18,686.12,715.06,744.0,621.38,650.31,679.25,708.18,737.12
Nieuw,ford-focus-wagon-st-line-017,,Ford,Focus Wagon,ST-Line,Grijs metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,40990,10,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,5,"navigatiesysteem, parkeersensoren achter, airconditioning, cruise control, apple carplay android auto",649.37,677.56,705.74,733.92,762.1,626.46,654.64,682.81,711.0,739.18,615.0,643.18,671.36,699.55,727.73,608.12,636.31,664.49,692.67,720.85
Nieuw,ford-focus-wagon-st-line-018,,Ford,Focus Wagon,ST-Line,Groen metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,45190,10,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, keyless entry, lane assist, adaptive cruise control, trekhaak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",699.96,731.03,762.1,793.17,824.24,677.05,708.11,739.18,770.25,801.32,665.59,696.65,727.73,758.79,789.87,658.71,689.78,720.85,751.92,782.99
Nieuw,ford-focus-wagon-st-line-019,,Ford,Focus Wagon,ST-Line,Zwart,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43390,10,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,9,"parkeersensoren achter, keyless entry, lane assist, adaptive cruise control, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",678.28,708.11,737.95,767.78,797.61,655.37,685.2,715.02,744.85,774.69,643.91,673.74,703.57,733.4,763.24,637.03,666.86,696.7,726.53,756.36
Nieuw,ford-focus-wagon-st-line-020,,Ford,Focus Wagon,ST-Line,Rood metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43390,10,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,10,"parkeersensoren achter, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, trekhaak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",678.28,708.11,737.95,767.78,797.61,655.37,685.2,715.02,744.85,774.69,643.91,673.74,703.57,733.4,763.24,637.03,666.86,696.7,726.53,756.36
Nieuw,ford-focus-wagon-st-line-021,,Ford,Focus Wagon,ST-Line,Bruin metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,45490,10,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,False,10,"navigatiesysteem, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, adaptive cruise control, panoramadak, airconditioning, cruise control, apple carplay android auto",703.58,734.86,766.13,797.4,828.67,680.66,711.93,743.2,774.49,805.76,669.21,700.48,731.75,763.03,794.3,662.33,693.61,724.88,756.15,787.42
Nieuw,ford-focus-wagon-st-line-022,,Ford,Focus Wagon,ST-Line,Rood metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,43090,10,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, keyless entry, trekhaak, airconditioning, cruise control, apple carplay android auto",674.67,704.3,733.92,763.54,793.17,651.75,681.37,711.0,740.63,770.25,640.3,669.92,699.55,729.17,758.79,633.42,663.05,692.67,722.29,751.92
Nieuw,ford-focus-wagon-st-line-023,,Ford,Focus Wagon,ST-Line,Blauw metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,42590,10,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,8,"parkeersensoren achter, stoelverwarming, led koplampen, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",668.65,697.93,727.21,756.49,785.77,645.73,675.01,704.29,733.57,762.85,634.27,663.55,692.84,722.12,751.4,627.4,656.68,685.96,715.24,744.52
Nieuw,ford-focus-wagon-st-line-024,,Ford,Focus Wagon,ST-Line,Zilver metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,46240,10,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, keyless entry, lane assist, adaptive cruise control, panoramadak, airconditioning, cruise control, apple carplay android auto",712.61,744.4,776.19,807.98,839.77,689.69,721.48,753.27,785.06,816.85,678.24,710.03,741.82,773.61,805.4,671.36,703.15,734.94,766.73,798.52
Nieuw,ford-focus-wagon-st-line-025,,Ford,Focus Wagon,ST-Line,Bruin metallic,2026,Stationwagon,Benzine,Handgeschakeld,5,5,155,6.2,,600,0,0,Nieuw,41890,10,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,7,"achteruitrijcamera, keyless entry, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",660.22,689.02,717.82,746.61,775.41,637.3,666.09,694.89,723.7,752.5,625.85,654.64,683.44,712.24,741.04,618.97,647.77,676.57,705.36,734.16
